dtxsid,aeid,hitc_clean,active
DTXSID0028038,675,0.0,0.0
DTXSID0034566,675,,
DTXSID0041141,675,,
DTXSID0047456,675,,
DTXSID1021160,675,1.1808842698797077e-07,0.0
DTXSID1034181,675,2.3018601295277543e-19,0.0
DTXSID1048176,675,0.0,0.0
DTXSID1048178,675,,
DTXSID2020686,675,,
DTXSID2021105,675,0.0,0.0
DTXSID2021781,675,1.104778638305359e-09,0.0
DTXSID2022381,675,0.0,0.0
DTXSID2024163,675,,
DTXSID2032390,675,,
DTXSID2032556,675,,
DTXSID2045232,675,,
DTXSID3021196,675,,
DTXSID3021936,675,1.5002051689857619e-06,0.0
DTXSID3027403,675,0.9999956177609316,1.0
DTXSID3032620,675,0.0,0.0
DTXSID3036496,675,,
DTXSID3047429,675,,
DTXSID4020537,675,0.0,0.0
DTXSID4021894,675,2.2870617618009678e-08,0.0
DTXSID4021975,675,,
DTXSID4027494,675,,
DTXSID4034364,675,,
DTXSID4040002,675,0.0,0.0
DTXSID4047252,675,,
DTXSID4048519,675,,
DTXSID5021837,675,1.2205726419185446e-15,0.0
DTXSID5022439,675,,
DTXSID5023322,675,0.001371032518508841,0.0
DTXSID5027982,675,9.12094875044975e-05,0.0
DTXSID5032498,675,,
DTXSID5035957,675,0.0,0.0
DTXSID6020430,675,0.0,0.0
DTXSID6025355,675,0.0,0.0
DTXSID6027131,675,,
DTXSID6034924,675,0.0,0.0
DTXSID6047525,675,1.93156280337186e-08,0.0
DTXSID7020479,675,,
DTXSID7021150,675,0.014610248754929186,0.0
DTXSID7026994,675,,
DTXSID7037717,675,,
DTXSID7047356,675,,
DTXSID8024107,675,1.0116007873190782e-18,0.0
DTXSID8024315,675,,
DTXSID8024999,675,,
DTXSID8035180,675,,
DTXSID8048521,675,,
DTXSID9021390,675,,
DTXSID9022312,675,,
DTXSID9024065,675,0.0,0.0
DTXSID9026132,675,,
DTXSID9035204,675,0.9999741738319291,1.0
DTXSID9047253,675,0.0,0.0
DTXSID9047330,675,,
DTXSID9048518,675,0.0,0.0
