dtxsid,aeid,hitc_clean,active
DTXSID0020020,2078,2.712327251169814e-13,0.0
DTXSID0020022,2078,,
DTXSID0020024,2078,0.0,0.0
DTXSID0020070,2078,7.309304955625463e-08,0.0
DTXSID0020072,2078,0.0,0.0
DTXSID0020074,2078,4.7207148294567157e-07,0.0
DTXSID0020076,2078,0.0,0.0
DTXSID0020101,2078,0.0026386550066391247,0.0
DTXSID0020105,2078,3.491374053374451e-07,0.0
DTXSID0020107,2078,9.201906372189033e-09,0.0
DTXSID0020151,2078,0.0,0.0
DTXSID0020153,2078,0.0,0.0
DTXSID0020155,2078,0.9951623825428014,1.0
DTXSID0020157,2078,6.286768816288106e-15,0.0
DTXSID0020232,2078,0.0003119174797181466,0.0
DTXSID0020236,2078,,
DTXSID0020238,2078,0.0,0.0
DTXSID0020280,2078,8.697442465708747e-11,0.0
DTXSID0020282,2078,0.0,0.0
DTXSID0020284,2078,0.9999999999200395,1.0
DTXSID0020286,2078,3.3192880670363783e-07,0.0
DTXSID0020288,2078,0.9999997406619835,1.0
DTXSID0020311,2078,0.10867342707817604,0.0
DTXSID0020315,2078,0.0005756363995180638,0.0
DTXSID0020319,2078,0.9999999999988937,1.0
DTXSID0020361,2078,3.7149388109261254e-05,0.0
DTXSID0020363,2078,0.0,0.0
DTXSID0020365,2078,1.9920309801866235e-09,0.0
DTXSID0020367,2078,0.0,0.0
DTXSID0020369,2078,0.0,0.0
DTXSID0020440,2078,0.0,0.0
DTXSID0020442,2078,1.0412209378933443e-05,0.0
DTXSID0020444,2078,,
DTXSID0020446,2078,2.538337729807333e-05,0.0
DTXSID0020448,2078,,
DTXSID0020494,2078,0.0,0.0
DTXSID0020498,2078,2.961382907966851e-15,0.0
DTXSID0020523,2078,,
DTXSID0020527,2078,0.0,0.0
DTXSID0020529,2078,8.444350977835303e-08,0.0
DTXSID0020573,2078,0.5792175977924114,0.0
DTXSID0020575,2078,0.0,0.0
DTXSID0020577,2078,1.4848918925366084e-05,0.0
