dtxsid,aeid,hitc_clean,active
DTXSID0020498,2159,4.6430218849469364e-05,0
DTXSID0021254,2159,0.0,0
DTXSID0021331,2159,0.9999887952319019,1
DTXSID0021460,2159,0.4240428897623671,0
DTXSID0023878,2159,1.6772134997912205e-15,0
DTXSID0032651,2159,0.6888376190970483,0
DTXSID0040707,2159,3.805022507731844e-19,0
DTXSID0042167,2159,0.0,0
DTXSID0052621,2159,0.942327719326302,1
DTXSID1021956,2159,2.9326602423964455e-10,0
DTXSID1023314,2159,0.9355421451522408,1
DTXSID1026035,2159,0.0,0
DTXSID1026241,2159,1.398108096765088e-07,0
DTXSID1032488,2159,0.0,0
DTXSID1032642,2159,2.7501987719347956e-10,0
DTXSID1041421,2159,7.584601770938723e-12,0
DTXSID1041508,2159,0.0,0
DTXSID1047281,2159,0.9999999975620469,1
DTXSID1047497,2159,4.398306295274455e-06,0
DTXSID2021781,2159,0.0,0
DTXSID2025680,2159,1.6971686606631844e-12,0
DTXSID2029325,2159,3.109947615383353e-07,0
DTXSID2032390,2159,0.9999999597077248,1
DTXSID2040731,2159,5.624873270188445e-10,0
DTXSID2047307,2159,0.0001253322804500915,0
DTXSID3020205,2159,0.0003223612336926356,0
DTXSID3020465,2159,0.9977517654186806,1
DTXSID3022455,2159,4.244748563881712e-05,0
DTXSID3025178,2159,2.2977193231214444e-17,0
DTXSID3026566,2159,1.3144194000014486e-10,0
DTXSID3026728,2159,1.901962621898778e-09,0
DTXSID3031860,2159,0.0,0
DTXSID3038808,2159,0.042507972113432504,0
DTXSID3042130,2159,2.8315091746068485e-05,0
DTXSID40196931,2159,0.0,0
DTXSID4020618,2159,0.9999999954239271,1
DTXSID4023202,2159,1.0,1
DTXSID4025296,2159,6.921234843475598e-10,0
DTXSID4040002,2159,4.521752016646063e-06,0
DTXSID4052269,2159,0.0,0
DTXSID5020368,2159,5.459998918845984e-20,0
DTXSID5020607,2159,2.1598638304253292e-08,0
DTXSID5025021,2159,6.004965829067793e-08,0
DTXSID5025607,2159,0.9773686750687538,1
DTXSID5028665,2159,0.0,0
DTXSID5031131,2159,1.2461076375949016e-14,0
DTXSID5041726,2159,7.030113073047069e-07,0
DTXSID5044233,2159,2.948747176907141e-13,0
DTXSID5047538,2159,0.0,0
DTXSID6021240,2159,0.00023481163909913722,0
DTXSID6021456,2159,3.0294090169020977e-09,0
DTXSID6023652,2159,0.022854896881274636,0
DTXSID6024123,2159,0.9999999780412299,1
DTXSID6024838,2159,3.147459794391731e-07,0
DTXSID6025068,2159,0.0,0
DTXSID6025272,2159,4.670404047013282e-10,0
DTXSID6042074,2159,1.4239638050591215e-09,0
DTXSID6042282,2159,1.3488781717411155e-08,0
DTXSID6051778,2159,0.9999999999927517,1
DTXSID7020392,2159,5.1856850944821696e-20,0
DTXSID7020683,2159,4.783354825209815e-13,0
DTXSID7021106,2159,1.632992491745247e-05,0
DTXSID7021780,2159,0.9952920773950131,1
DTXSID7027625,2159,0.0,0
DTXSID7042273,2159,0.06065780185208746,0
DTXSID7047271,2159,0.9997942395475495,1
DTXSID7051890,2159,0.00017520594002237022,0
DTXSID7052573,2159,8.593204407588897e-15,0
DTXSID8022589,2159,8.15163168588869e-05,0
DTXSID8023927,2159,5.805698984219849e-06,0
DTXSID8024105,2159,0.0,0
DTXSID8027402,2159,1.962094672028463e-10,0
DTXSID8037752,2159,3.651987717905668e-12,0
DTXSID8040779,2159,0.0,0
DTXSID8044593,2159,4.4646742024912156e-07,0
DTXSID8047391,2159,4.012854563173092e-20,0
DTXSID9021136,2159,6.061519664473395e-07,0
DTXSID9022522,2159,0.00012878130491565844,0
DTXSID9027441,2159,2.628691081954983e-18,0
DTXSID9032610,2159,3.1719582758038143e-07,0
DTXSID9034286,2159,0.0,0
DTXSID9040001,2159,0.0,0
DTXSID9043938,2159,0.47197783418509875,0
DTXSID9048516,2159,1.2002879719961093e-14,0
