dtxsid,aeid,hitc_clean,active
DTXSID0020022,1068,0.09520646708132592,0
DTXSID0020105,1068,5.72726513344331e-16,0
DTXSID0020232,1068,1.3155778756177686e-08,0
DTXSID0020311,1068,3.882771299333324e-06,0
DTXSID0020319,1068,3.365836082474539e-14,0
DTXSID0020440,1068,1.7343917603484154e-08,0
DTXSID0020442,1068,0.00011991896463816282,0
DTXSID0020446,1068,0.00017965828675039192,0
DTXSID0020498,1068,0.0015307941632631751,0
DTXSID0020523,1068,0.9999170226760971,1
DTXSID0020529,1068,0.0027775247528132813,0
DTXSID0020573,1068,0.6571818291440028,0
DTXSID0020604,1068,7.274854544791386e-05,0
DTXSID0020606,1068,2.63667473583888e-19,0
DTXSID0020654,1068,4.592070688503032e-05,0
DTXSID0020941,1068,0.0,0
DTXSID0020943,1068,0.0,0
DTXSID0021094,1068,6.327520630444489e-13,0
DTXSID0021123,1068,0.0,0
DTXSID0021125,1068,0.6781441485246286,0
DTXSID0021206,1068,0.0,0
DTXSID0021254,1068,0.18965259951833266,0
DTXSID0021256,1068,9.921504526550326e-15,0
DTXSID0021337,1068,0.007055959261367795,0
DTXSID0021385,1068,6.5987798698275e-11,0
DTXSID0021389,1068,1.286724210189781e-07,0
DTXSID0021414,1068,2.032078816725098e-05,0
DTXSID0021464,1068,0.999993862200411,1
DTXSID0021832,1068,3.2593552287018036e-10,0
DTXSID0021834,1068,0.002932482935875817,0
DTXSID0021961,1068,0.9566455008606607,1
DTXSID0021965,1068,0.2691628824510124,0
DTXSID0021969,1068,1.9191417283355696e-14,0
DTXSID0022018,1068,5.103050587653235e-07,0
DTXSID0022519,1068,0.0005428181610363327,0
DTXSID0022777,1068,0.9937673831723314,1
DTXSID0023581,1068,2.1286468466994475e-09,0
DTXSID0023826,1068,7.174455294581865e-07,0
DTXSID0023878,1068,0.002095248078809058,0
DTXSID0023901,1068,0.0,0
DTXSID0023907,1068,0.9984825655695391,1
DTXSID0023951,1068,8.513528098250913e-06,0
DTXSID0024000,1068,0.03921472323947097,0
DTXSID0024002,1068,8.683139621111446e-08,0
DTXSID0024052,1068,0.8507862026476166,0
DTXSID0024216,1068,0.04343506345013608,0
DTXSID0024266,1068,0.0003622534460105417,0
DTXSID0025523,1068,0.0,0
DTXSID0026252,1068,7.403381089199325e-10,0
DTXSID0026915,1068,2.4884721275291446e-06,0
DTXSID0026967,1068,5.598268533758586e-17,0
DTXSID0027195,1068,1.7425733715359604e-05,0
DTXSID0027270,1068,1.1397878061799328e-07,0
DTXSID0027640,1068,5.231401233149894e-09,0
DTXSID0027856,1068,0.10566164380567018,0
DTXSID0027983,1068,0.011516960443836967,0
DTXSID0028038,1068,0.7097158025166291,0
DTXSID0028666,1068,0.00029543441136830337,0
DTXSID0032493,1068,0.1945668670808535,0
DTXSID0032497,1068,0.025822857625199896,0
DTXSID0032520,1068,0.68340631452821,0
DTXSID0032572,1068,0.003368509056576674,0
DTXSID0032578,1068,0.00539369218990069,0
DTXSID0032601,1068,0.7882312462673906,0
DTXSID0032605,1068,2.1135965786372395e-06,0
DTXSID0032651,1068,0.5190248895429648,0
DTXSID0032655,1068,0.008069062113183171,0
DTXSID0034192,1068,6.255929812474562e-08,0
DTXSID0034223,1068,0.3501319180985758,0
DTXSID0034227,1068,0.01929348576855632,0
DTXSID0034300,1068,1.5808329339962692e-06,0
DTXSID0034566,1068,0.31897687602935815,0
DTXSID0034695,1068,0.9999999999999436,1
DTXSID0034803,1068,0.00019576912588587352,0
DTXSID0034855,1068,0.0005527816137079622,0
DTXSID0034930,1068,0.00011784399445407328,0
DTXSID0037495,1068,5.6695234972069103e-05,0
DTXSID0039223,1068,3.1166130027698863e-06,0
DTXSID0040701,1068,0.023941110463768272,0
DTXSID0040707,1068,9.427372346697518e-05,0
DTXSID0041141,1068,0.03225658831634617,0
DTXSID0042400,1068,1.1055239090803012e-10,0
DTXSID0047167,1068,5.275840160688114e-07,0
DTXSID0047246,1068,0.9999999999999742,1
DTXSID0047248,1068,0.024402401676884834,0
DTXSID0047290,1068,2.270990468042702e-08,0
DTXSID0047292,1068,0.01903307976446125,0
DTXSID0047294,1068,0.3848276423791608,0
DTXSID0047296,1068,7.980718479510687e-12,0
DTXSID0047325,1068,0.09864046030011688,0
DTXSID0047327,1068,0.0012339093328328542,0
DTXSID0047371,1068,3.731950109701132e-05,0
DTXSID0047375,1068,0.2574235560829755,0
DTXSID0047377,1068,1.3339816526526784e-05,0
DTXSID0047379,1068,0.9357229511086683,1
DTXSID0047456,1068,0.9653186002099454,1
DTXSID0047533,1068,9.225262149255823e-07,0
DTXSID0047535,1068,0.22388642590015623,0
DTXSID0047537,1068,0.20715081075127073,0
DTXSID0047539,1068,0.17906373657201052,0
DTXSID0048505,1068,0.18117742906052564,0
DTXSID0048507,1068,0.0008806402021299891,0
DTXSID0048509,1068,0.9584392591236975,1
DTXSID1020069,1068,0.0028048582096927167,0
DTXSID1020140,1068,0.0,0
DTXSID1020148,1068,1.1466473997026446e-16,0
DTXSID1020194,1068,2.3066621554353196e-07,0
DTXSID1020221,1068,1.5293993966607896e-08,0
DTXSID1020350,1068,3.6357035552078584e-12,0
DTXSID1020431,1068,0.0,0
DTXSID1020439,1068,0.0006007710810491096,0
DTXSID1020485,1068,0.00022019605477003495,0
DTXSID1020510,1068,0.4777573566884351,0
DTXSID1020512,1068,0.34673471124015404,0
DTXSID1020560,1068,1.524255937913946e-05,0
DTXSID1020647,1068,0.0013291204544014907,0
DTXSID1020699,1068,0.007002672220635805,0
DTXSID1020770,1068,0.012548981665162771,0
DTXSID1020807,1068,0.012497705307739021,0
DTXSID1020855,1068,0.023686320675999722,0
DTXSID1020930,1068,0.0013669485174167624,0
DTXSID1020932,1068,0.024140914929190436,0
DTXSID1021160,1068,2.538120901408294e-11,0
DTXSID1021164,1068,3.148181249733796e-12,0
DTXSID1021166,1068,1.925709441485122e-05,0
DTXSID1021322,1068,0.009766359160349788,0
DTXSID1021378,1068,2.8158701413711636e-17,0
DTXSID1021409,1068,0.8801177896067855,0
DTXSID1021455,1068,1.4980911795665656e-13,0
DTXSID1021798,1068,0.7544828792492385,0
DTXSID1021821,1068,4.931143970042506e-05,0
DTXSID1021877,1068,0.012619937894727241,0
DTXSID1021952,1068,0.0028522372681255275,0
DTXSID1021956,1068,0.0007663296935723477,0
DTXSID1022053,1068,0.9992909549395893,1
DTXSID1022265,1068,1.1437118850776228e-07,0
DTXSID1022267,1068,2.745427067675266e-16,0
DTXSID1023235,1068,1.6912558044030794e-07,0
DTXSID1023819,1068,3.5906285419699974e-13,0
DTXSID1023869,1068,0.09037876875529888,0
DTXSID1023990,1068,0.11828201825469048,0
DTXSID1023996,1068,2.8347742362604684e-10,0
DTXSID1023998,1068,2.1527836148254586e-06,0
DTXSID1024045,1068,3.1316912864838548e-18,0
DTXSID1024091,1068,0.00028911745624252393,0
DTXSID1024097,1068,1.3360835278360393e-09,0
DTXSID1024126,1068,0.01724415845394084,0
DTXSID1024170,1068,2.109654635278598e-11,0
DTXSID1024174,1068,0.08363814187434324,0
DTXSID1024209,1068,5.00649478933901e-05,0
DTXSID1024259,1068,0.006672986004164714,0
DTXSID1024338,1068,0.003121402568599412,0
DTXSID1024621,1068,0.9117163343779877,1
DTXSID1025017,1068,0.001299691133228033,0
DTXSID1025271,1068,2.0593286829680335e-10,0
DTXSID1025805,1068,0.0312323855181791,0
DTXSID1026031,1068,0.6529002122985101,0
DTXSID1026081,1068,0.5221759205103874,0
DTXSID1026164,1068,0.007333630416282232,0
DTXSID1026665,1068,0.9545484803835378,1
DTXSID1026792,1068,5.895373098046262e-12,0
DTXSID1026900,1068,0.34518882019565195,0
DTXSID1026908,1068,0.6828911679768217,0
DTXSID1027263,1068,0.00017473650347930592,0
DTXSID1027635,1068,3.3364901787518e-12,0
DTXSID1027924,1068,2.1579486446428138e-10,0
DTXSID1029677,1068,0.005621730401013314,0
DTXSID1032355,1068,7.800307891994613e-06,0
DTXSID1032359,1068,0.0008161270728503648,0
DTXSID1032482,1068,0.0,0
DTXSID1032488,1068,0.7278866877866403,0
DTXSID1032519,1068,9.828401834821268e-06,0
DTXSID1032569,1068,0.00026684528358183747,0
DTXSID1032640,1068,1.1302173797946574e-07,0
DTXSID1032646,1068,0.028487727721560052,0
DTXSID1032690,1068,0.001611203895554056,0
DTXSID1033664,1068,3.492005106805327e-05,0
DTXSID1034181,1068,0.1916786122988292,0
