dtxsid,aeid,hitc_clean,active
DTXSID0020022,909,6.146245031802496e-12,0
DTXSID0020319,909,0.0021454371910263645,0
DTXSID0020442,909,2.473019518986441e-10,0
DTXSID0020446,909,8.04607638481168e-12,0
DTXSID0020573,909,0.9999999994781756,1
DTXSID0020814,909,2.532817370356857e-08,0
DTXSID0020943,909,0.3549614032921158,0
DTXSID0021094,909,0.9999996209974945,1
DTXSID0021125,909,0.0,0
DTXSID0021337,909,7.228334771238181e-07,0
DTXSID0021385,909,1.0839867306631627e-11,0
DTXSID0021834,909,8.226312638389007e-14,0
DTXSID0021963,909,0.0002950946733795714,0
DTXSID0022012,909,1.742097048890079e-05,0
DTXSID0023296,909,0.0,0
DTXSID0023581,909,4.234743630542453e-14,0
DTXSID0023826,909,5.319730846928786e-10,0
DTXSID0023907,909,0.0,0
DTXSID0023951,909,0.7723205041143799,0
DTXSID0024000,909,0.7026533424896804,0
DTXSID0024052,909,0.0,0
DTXSID0024266,909,0.9999999999999971,1
DTXSID0026252,909,0.0,0
DTXSID0027270,909,0.0013354487016863763,0
DTXSID0027721,909,2.2731059849004362e-13,0
DTXSID0029262,909,6.718232567447988e-11,0
DTXSID0032316,909,0.0001251501737803331,0
DTXSID0032493,909,0.9999999999632062,1
DTXSID0032572,909,3.539863414579113e-07,0
DTXSID0032601,909,0.9999973315082366,1
DTXSID0032655,909,0.0,0
DTXSID0034192,909,0.9918308072046104,1
DTXSID0034695,909,0.0,0
DTXSID0034855,909,7.414626702658733e-06,0
DTXSID0037495,909,0.9716593104949521,1
DTXSID0037730,909,9.990193689863278e-13,0
DTXSID0038338,909,0.0,0
DTXSID0038700,909,2.508359361966004e-18,0
DTXSID0041274,909,8.109719592332699e-15,0
DTXSID0042169,909,6.4768197647262e-06,0
DTXSID0044571,909,9.274863413908957e-06,0
DTXSID0046488,909,0.0,0
DTXSID0047246,909,7.993676782384212e-15,0
DTXSID0047248,909,1.2940076732671664e-15,0
DTXSID0047294,909,0.0,0
DTXSID0047296,909,0.0,0
DTXSID0047325,909,4.049204255009933e-07,0
DTXSID0047749,909,1.781565881947234e-19,0
DTXSID0048507,909,5.644838020166932e-13,0
DTXSID0051447,909,4.162869084735507e-05,0
DTXSID0051493,909,3.010172494018333e-11,0
DTXSID0051574,909,0.0,0
DTXSID0051732,909,0.5405586658113337,0
DTXSID0051782,909,0.0,0
DTXSID0051944,909,1.0684432565377572e-16,0
DTXSID0051996,909,0.915756173509523,1
DTXSID1020069,909,9.847289519629698e-11,0
DTXSID1020221,909,0.797578814691059,0
DTXSID1020350,909,5.432373278085276e-08,0
DTXSID1020433,909,8.057117901949586e-11,0
DTXSID1020439,909,0.9981069235123748,1
DTXSID1020485,909,9.375255533013785e-17,0
DTXSID1020510,909,0.9060953164265526,1
DTXSID1020807,909,0.0,0
DTXSID1020855,909,3.842119516392391e-16,0
DTXSID1020930,909,0.0,0
DTXSID1021166,909,5.0529300074250774e-09,0
DTXSID1021322,909,1.4638375977010962e-07,0
DTXSID1021952,909,0.0,0
DTXSID1022267,909,0.0006212037894917792,0
DTXSID1022394,909,6.934604514218637e-08,0
DTXSID1022396,909,0.9999999998010869,1
DTXSID1022421,909,3.209601010916262e-17,0
DTXSID1023817,909,1.345695499160004e-17,0
DTXSID1023869,909,0.9997740967101024,1
DTXSID1023990,909,0.9946636819527219,1
DTXSID1023998,909,5.224367793436863e-06,0
DTXSID1024091,909,4.373676325037432e-12,0
DTXSID1024255,909,7.641552612285487e-12,0
DTXSID1024259,909,0.9999973555639704,1
DTXSID1024338,909,0.0,0
DTXSID1024598,909,0.07337285697643488,0
DTXSID1025485,909,3.024052801456199e-10,0
DTXSID1026081,909,0.0,0
DTXSID1026792,909,0.0,0
DTXSID1026900,909,0.0,0
DTXSID1026906,909,3.706858466823756e-13,0
DTXSID1032355,909,5.980906459579323e-05,0
DTXSID1032511,909,0.0,0
DTXSID1032519,909,0.9964166732487834,1
DTXSID1032569,909,5.5250856036441275e-17,0
