dtxsid,aeid,hitc_clean,active
DTXSID0020022,966,0.00012306142093147386,0
DTXSID0020105,966,1.8562823846517553e-08,0
DTXSID0020232,966,8.313844432501065e-09,0
DTXSID0020311,966,6.190495844583555e-07,0
DTXSID0020319,966,0.0,0
DTXSID0020440,966,6.0671320300663464e-15,0
DTXSID0020442,966,9.34828888961775e-08,0
DTXSID0020446,966,2.8033061095917352e-18,0
DTXSID0020498,966,6.583998029283624e-06,0
DTXSID0020523,966,2.679359729132666e-07,0
DTXSID0020529,966,1.3410366714905982e-05,0
DTXSID0020573,966,8.153220462402666e-08,0
DTXSID0020604,966,2.007567955703987e-11,0
DTXSID0020606,966,3.6230489283230645e-14,0
DTXSID0020654,966,1.7430941872255683e-05,0
DTXSID0020941,966,6.088726510887709e-17,0
DTXSID0020943,966,1.479974465883833e-06,0
DTXSID0021094,966,1.274005592430944e-10,0
DTXSID0021123,966,0.0,0
DTXSID0021125,966,1.7162069083785566e-05,0
DTXSID0021206,966,7.093472706020217e-09,0
DTXSID0021254,966,7.2156969062454595e-12,0
DTXSID0021256,966,0.00010284086177422927,0
DTXSID0021337,966,0.00011852032762128973,0
DTXSID0021385,966,0.0006608131638753,0
DTXSID0021389,966,2.334030737427031e-10,0
DTXSID0021414,966,6.630887496847239e-14,0
DTXSID0021464,966,2.3452886361449334e-06,0
DTXSID0021832,966,0.0,0
DTXSID0021834,966,6.594517793580262e-06,0
DTXSID0021961,966,4.310168630523862e-07,0
DTXSID0021965,966,3.0862116811741546e-15,0
DTXSID0021969,966,0.118371025526814,0
DTXSID0022018,966,3.523389794474044e-06,0
DTXSID0022519,966,3.557327668804817e-05,0
DTXSID0022777,966,5.052158439660979e-06,0
DTXSID0023581,966,3.7188515884005414e-06,0
DTXSID0023826,966,0.0,0
DTXSID0023878,966,1.5216078954828807e-06,0
DTXSID0023901,966,2.4269414622329695e-06,0
DTXSID0023907,966,0.0,0
DTXSID0023951,966,1.4133441061476491e-11,0
DTXSID0024000,966,1.9247735322743166e-10,0
DTXSID0024002,966,2.772471157529445e-16,0
DTXSID0024052,966,0.0,0
DTXSID0024216,966,1.761738239481409e-14,0
DTXSID0024266,966,0.0002052026888618221,0
DTXSID0025523,966,1.928477596781521e-15,0
DTXSID0026252,966,2.7006269980311533e-10,0
DTXSID0026915,966,7.651623025609294e-11,0
DTXSID0026967,966,8.715656153051269e-06,0
DTXSID0027195,966,2.1864605198956508e-10,0
DTXSID0027270,966,4.790785544054295e-06,0
DTXSID0027640,966,3.093068740253585e-05,0
DTXSID0027856,966,2.4171876344997313e-11,0
DTXSID0027983,966,2.661437946132446e-07,0
DTXSID0028038,966,0.0,0
DTXSID0028666,966,3.324642442198845e-15,0
DTXSID0032493,966,0.19506394284666978,0
DTXSID0032497,966,0.0013734067368911887,0
DTXSID0032520,966,0.000382376009087954,0
DTXSID0032572,966,4.726733508463385e-07,0
DTXSID0032578,966,0.0,0
DTXSID0032601,966,6.255561780783562e-06,0
DTXSID0032605,966,0.0,0
DTXSID0032651,966,2.0677148096066222e-07,0
DTXSID0032655,966,4.067404472348399e-06,0
DTXSID0034192,966,1.5939750170496612e-14,0
DTXSID0034223,966,2.9013081321002563e-07,0
DTXSID0034227,966,3.034503762953509e-08,0
DTXSID0034300,966,1.070881490345071e-07,0
DTXSID0034566,966,4.988964221020841e-07,0
DTXSID0034695,966,0.4710435531279867,0
DTXSID0034803,966,3.3533480161879777e-07,0
DTXSID0034855,966,7.736827488510874e-07,0
DTXSID0034930,966,6.3835965194451615e-06,0
DTXSID0037495,966,6.688596678254251e-13,0
DTXSID0039223,966,0.001300998975069676,0
DTXSID0040701,966,1.0641349513889109e-06,0
DTXSID0040707,966,7.762436619909311e-08,0
DTXSID0041141,966,0.0,0
DTXSID0042400,966,0.005624484464269838,0
DTXSID0047167,966,0.0028878482885174987,0
