dtxsid,aeid,hitc_clean,active
DTXSID0052910,1349,0.0,0
DTXSID0052912,1349,2.3514095342140607e-12,0
DTXSID1052901,1349,6.28775879835121e-15,0
DTXSID1052903,1349,5.519096963736094e-09,0
DTXSID1052905,1349,0.0,0
DTXSID1052907,1349,0.0,0
DTXSID1052909,1349,1.8228922153781936e-14,0
DTXSID4052891,1349,8.968001561026488e-08,0
DTXSID4052893,1349,9.911267971745783e-11,0
DTXSID4052895,1349,1.2997857997730287e-09,0
DTXSID4052897,1349,4.327641125342626e-11,0
DTXSID4052899,1349,0.0,0
DTXSID5052911,1349,9.50847204355194e-10,0
DTXSID5052913,1349,1.708449655467738e-13,0
DTXSID6052900,1349,1.172208406533494e-08,0
DTXSID6052902,1349,3.0881891050557684e-13,0
DTXSID6052904,1349,0.0,0
DTXSID6052906,1349,1.4817476743712491e-12,0
DTXSID6052908,1349,2.983703234220783e-11,0
DTXSID9052890,1349,6.076399223072693e-10,0
DTXSID9052892,1349,1.4839763302145835e-11,0
DTXSID9052894,1349,0.0,0
DTXSID9052896,1349,0.0,0
DTXSID9052898,1349,3.891833509840582e-18,0
