dtxsid,aeid,hitc_clean,active
DTXSID001339559,132,0.2497261568336575,0.0
DTXSID001351795,132,0.0,0.0
DTXSID001351802,132,0.9999924429774214,1.0
DTXSID00190950,132,2.7063942164520988e-08,0.0
DTXSID00192353,132,0.0,0.0
DTXSID00194615,132,0.0,0.0
DTXSID0020020,132,5.268420522872453e-06,0.0
DTXSID0020022,132,0.0029887634238052042,0.0
DTXSID0020072,132,1.8195925243636158e-11,0.0
DTXSID0020076,132,0.0,0.0
DTXSID0020105,132,0.0,0.0
DTXSID0020107,132,0.0,0.0
DTXSID0020151,132,1.0300598173666987e-15,0.0
DTXSID0020232,132,0.0,0.0
DTXSID0020236,132,9.734266839961611e-07,0.0
DTXSID0020280,132,,
DTXSID0020282,132,2.148562666015793e-05,0.0
DTXSID0020284,132,8.29488644838782e-10,0.0
DTXSID0020286,132,0.0,0.0
DTXSID0020288,132,1.3337887990741591e-17,0.0
DTXSID0020311,132,0.0,0.0
DTXSID0020319,132,0.0,0.0
DTXSID0020361,132,1.7107983287677457e-05,0.0
DTXSID0020365,132,,
DTXSID0020440,132,3.048874960798028e-06,0.0
DTXSID0020442,132,3.6795384586739717e-10,0.0
DTXSID0020446,132,0.999949585303884,1.0
DTXSID0020494,132,1.286534724994966e-09,0.0
DTXSID0020498,132,0.06790432275784547,0.0
DTXSID0020523,132,,
DTXSID0020529,132,0.0,0.0
DTXSID0020573,132,0.0,0.0
DTXSID0020575,132,2.6452429273814253e-10,0.0
DTXSID0020577,132,3.3431376046152803e-06,0.0
DTXSID0020604,132,,
DTXSID0020606,132,1.1331025438510532e-07,0.0
DTXSID0020652,132,0.9991909304828342,1.0
DTXSID0020654,132,0.0,0.0
DTXSID0020656,132,0.0,0.0
DTXSID0020737,132,2.9107629130927063e-11,0.0
DTXSID0020814,132,0.001235847488786092,0.0
DTXSID0020941,132,6.690563055999058e-11,0.0
DTXSID0020943,132,0.0006387419168739975,0.0
DTXSID0021040,132,0.0,0.0
DTXSID0021094,132,0.4275949498655281,0.0
DTXSID0021121,132,0.0,0.0
DTXSID0021123,132,0.0,0.0
DTXSID0021125,132,,
DTXSID0021175,132,0.7113267960477644,0.0
DTXSID0021206,132,1.3035793913768947e-15,0.0
DTXSID0021254,132,3.61238975328108e-08,0.0
DTXSID0021256,132,0.0,0.0
DTXSID0021331,132,7.172827168588348e-07,0.0
DTXSID0021333,132,2.7052469116852302e-05,0.0
DTXSID0021337,132,3.111912585331137e-05,0.0
DTXSID0021339,132,0.0,0.0
DTXSID0021385,132,,
DTXSID0021389,132,1.3365713978545041e-05,0.0
DTXSID0021414,132,,
DTXSID0021460,132,0.0,0.0
DTXSID0021464,132,3.39436486920463e-07,0.0
DTXSID0021543,132,0.0,0.0
DTXSID0021597,132,0.1585080169355041,0.0
DTXSID0021626,132,1.75853539178782e-07,0.0
DTXSID0021628,132,4.909600987308776e-07,0.0
DTXSID0021757,132,0.0,0.0
DTXSID0021759,132,0.0,0.0
DTXSID0021832,132,0.0,0.0
DTXSID0021834,132,8.995146664201111e-10,0.0
DTXSID0021836,132,0.0,0.0
DTXSID0021888,132,0.0,0.0
DTXSID0021915,132,0.03180314657186563,0.0
DTXSID0021961,132,6.404331771773835e-05,0.0
DTXSID0021963,132,0.0,0.0
DTXSID0021965,132,0.0,0.0
DTXSID0021969,132,,
DTXSID0022012,132,0.0,0.0
DTXSID0022014,132,0.0,0.0
DTXSID0022016,132,0.0,0.0
DTXSID0022018,132,0.0,0.0
DTXSID0022062,132,5.9055150598724044e-08,0.0
DTXSID0022191,132,6.965904729096594e-07,0.0
DTXSID0022193,132,9.77347097939297e-08,0.0
DTXSID0022301,132,0.0,0.0
DTXSID0022305,132,0.0,0.0
DTXSID0022307,132,1.4389746597181169e-08,0.0
DTXSID0022353,132,0.9934660580825408,1.0
DTXSID00223797,132,1.0188729487969735e-13,0.0
DTXSID0022436,132,0.0,0.0
DTXSID0022480,132,3.3428871127205446e-08,0.0
DTXSID0022519,132,,
DTXSID0022563,132,3.0457015775226934e-08,0.0
DTXSID0022777,132,3.679151241923382e-07,0.0
DTXSID0022933,132,0.9649752535102406,1.0
DTXSID0023113,132,0.0,0.0
DTXSID0023244,132,4.5934323150354516e-07,0.0
DTXSID0023296,132,0.0013408889173145222,0.0
DTXSID0023371,132,,
DTXSID0023377,132,0.0,0.0
DTXSID0023581,132,3.036654138740544e-08,0.0
DTXSID0023745,132,0.0,0.0
DTXSID0023747,132,0.0,0.0
DTXSID0023826,132,0.0,0.0
DTXSID0023878,132,0.0002236541968091584,0.0
DTXSID0023901,132,6.013336653263857e-08,0.0
DTXSID0023907,132,0.0,0.0
DTXSID0023951,132,0.0,0.0
DTXSID0023955,132,0.0,0.0
DTXSID0024000,132,0.36256832808494893,0.0
DTXSID0024002,132,,
DTXSID0024052,132,0.0007054136372690165,0.0
DTXSID0024183,132,4.1908184225681396e-07,0.0
DTXSID0024216,132,1.6131919638857508e-17,0.0
DTXSID0024266,132,2.269525323043962e-07,0.0
DTXSID0024345,132,0.0,0.0
DTXSID0024397,132,0.0,0.0
DTXSID0024399,132,0.0,0.0
DTXSID0024553,132,0.0,0.0
DTXSID0024761,132,0.0,0.0
