dtxsid,aeid,hitc_clean,active
DTXSID0020022,978,0.9933850941442315,1
DTXSID0020105,978,9.29552521613708e-05,0
DTXSID0020232,978,2.581250628854884e-06,0
DTXSID0020311,978,0.5678398313100527,0
DTXSID0020319,978,0.9993505695003511,1
DTXSID0020440,978,0.000295079425499637,0
DTXSID0020442,978,0.1948718020327831,0
DTXSID0020446,978,0.808115608214449,0
DTXSID0020498,978,0.0,0
DTXSID0020523,978,0.9999999994262384,1
DTXSID0020529,978,0.9866741498022676,1
DTXSID0020573,978,0.9098877226086869,1
DTXSID0020604,978,1.2952025765564912e-18,0
DTXSID0020606,978,0.00037952173081302003,0
DTXSID0020654,978,4.7140478032705247e-07,0
DTXSID0020941,978,0.0,0
DTXSID0020943,978,0.0036083625478656295,0
DTXSID0021094,978,6.032338708895851e-18,0
DTXSID0021123,978,0.999295723966816,1
DTXSID0021125,978,0.9999291158307785,1
DTXSID0021206,978,2.31419442402977e-13,0
DTXSID0021254,978,1.2795105617204028e-09,0
DTXSID0021256,978,0.0,0
DTXSID0021337,978,0.5864339595200269,0
DTXSID0021385,978,3.704501048822791e-17,0
DTXSID0021389,978,0.06804288767278173,0
DTXSID0021414,978,0.9999994850909488,1
DTXSID0021464,978,0.9999999735390948,1
DTXSID0021832,978,4.363655633077755e-05,0
DTXSID0021834,978,5.518504494463957e-10,0
DTXSID0021961,978,0.03727384724150443,0
DTXSID0021965,978,0.05748101703224099,0
DTXSID0021969,978,0.0,0
DTXSID0022018,978,0.9666497466806975,1
DTXSID0022519,978,9.796384942332958e-13,0
DTXSID0022777,978,0.9961781104381466,1
DTXSID0023581,978,0.9698129441033156,1
DTXSID0023826,978,9.910094582298872e-05,0
DTXSID0023878,978,0.03298127687162325,0
DTXSID0023901,978,0.33172624264563866,0
DTXSID0023907,978,0.9999997119148575,1
DTXSID0023951,978,3.9068671321049554e-06,0
DTXSID0024000,978,2.0323098660034154e-07,0
DTXSID0024002,978,0.985049763042851,1
DTXSID0024052,978,0.9990442042738834,1
DTXSID0024216,978,0.8686570333398747,0
DTXSID0024266,978,0.9999999730930191,1
DTXSID0025523,978,0.0,0
DTXSID0026252,978,1.1652340810893657e-09,0
DTXSID0026915,978,7.202415195404687e-06,0
DTXSID0026967,978,1.405280686611989e-07,0
DTXSID0027195,978,1.616308604818839e-06,0
DTXSID0027270,978,0.0,0
DTXSID0027640,978,7.714285718499953e-08,0
DTXSID0027856,978,0.0,0
DTXSID0027983,978,1.5497713030189533e-10,0
DTXSID0028038,978,0.013793071527540706,0
DTXSID0028666,978,8.398481126413727e-08,0
DTXSID0032493,978,0.9999999999999852,1
DTXSID0032497,978,0.4869705065355609,0
DTXSID0032520,978,0.9999861409325206,1
DTXSID0032572,978,0.39587649657257495,0
DTXSID0032578,978,2.795599702134355e-05,0
DTXSID0032601,978,0.9999997481010118,1
DTXSID0032605,978,0.7798460499281614,0
DTXSID0032651,978,0.05508743479992674,0
DTXSID0032655,978,0.9999999999998797,1
DTXSID0034192,978,0.9090030909647069,1
DTXSID0034223,978,0.9999999897663945,1
DTXSID0034227,978,0.9869880282837569,1
DTXSID0034300,978,0.9580856237225311,1
DTXSID0034566,978,0.9995589833734052,1
DTXSID0034695,978,1.0,1
DTXSID0034803,978,0.999999991916084,1
DTXSID0034855,978,9.658253671312639e-18,0
DTXSID0034930,978,0.9996791816454578,1
DTXSID0037495,978,0.9999999925855787,1
DTXSID0039223,978,2.7014982540145106e-12,0
DTXSID0040701,978,8.735525175459949e-07,0
DTXSID0040707,978,0.053966616634096055,0
DTXSID0041141,978,0.0,0
DTXSID0042400,978,0.0003056492079425917,0
DTXSID0047167,978,9.172426072023945e-18,0
DTXSID0047246,978,0.9999999862479192,1
DTXSID0047248,978,0.9999999700704935,1
DTXSID0047290,978,0.9699510167431855,1
DTXSID0047292,978,0.0,0
DTXSID0047294,978,0.999999856300646,1
DTXSID0047296,978,0.999999999293575,1
DTXSID0047325,978,5.808397204828151e-06,0
DTXSID0047327,978,5.801552010875078e-10,0
DTXSID0047371,978,0.9999861272909911,1
DTXSID0047375,978,0.999998800526461,1
DTXSID0047377,978,8.097212300015774e-06,0
DTXSID0047379,978,0.9999995344495808,1
DTXSID0047456,978,1.9769376598758175e-07,0
DTXSID0047533,978,0.005795503208058791,0
DTXSID0047535,978,0.9415465772827368,1
DTXSID0047537,978,4.2690911852316697e-07,0
DTXSID0047539,978,1.878989369983839e-18,0
DTXSID0048505,978,0.9996543729050087,1
DTXSID0048507,978,0.9825702181196936,1
DTXSID0048509,978,0.9975025619443326,1
DTXSID1020069,978,0.9999999999999993,1
DTXSID1020140,978,0.0,0
DTXSID1020148,978,1.78853240601218e-10,0
DTXSID1020194,978,1.9786970051947285e-06,0
DTXSID1020221,978,0.0016949107307749874,0
DTXSID1020350,978,1.479108312647131e-07,0
DTXSID1020431,978,6.311293284130641e-14,0
DTXSID1020439,978,0.0,0
DTXSID1020485,978,0.9987547751272612,1
DTXSID1020510,978,0.9997839152852405,1
DTXSID1020512,978,3.3838757794351105e-13,0
DTXSID1020560,978,0.9551009345837289,1
DTXSID1020647,978,0.0002705397977719137,0
DTXSID1020699,978,1.7789381187801386e-16,0
DTXSID1020770,978,0.7638609779258917,0
DTXSID1020807,978,0.0,0
DTXSID1020855,978,0.004226481943024891,0
DTXSID1020930,978,4.3341938141047274e-11,0
DTXSID1020932,978,0.0,0
DTXSID1021160,978,1.3559658019567563e-09,0
DTXSID1021164,978,7.696004267981855e-16,0
DTXSID1021166,978,0.9999999671180687,1
DTXSID1021322,978,5.640993112742303e-06,0
DTXSID1021378,978,4.275909679509473e-08,0
DTXSID1021409,978,0.9999999999999915,1
DTXSID1021455,978,6.448353186503017e-10,0
DTXSID1021798,978,0.33415779779007754,0
DTXSID1021821,978,3.301065048101174e-09,0
DTXSID1021877,978,0.0008940838139823888,0
DTXSID1021952,978,0.9999999406301492,1
DTXSID1021956,978,0.0002896983170071512,0
DTXSID1022053,978,0.9999999999974429,1
DTXSID1022265,978,0.17718670432558872,0
DTXSID1022267,978,0.0,0
DTXSID1023235,978,1.2786823344958527e-16,0
DTXSID1023819,978,0.0,0
DTXSID1023869,978,0.9999867883449646,1
DTXSID1023990,978,0.9999994487392951,1
DTXSID1023996,978,3.378427442857739e-08,0
DTXSID1023998,978,0.9995814842545334,1
DTXSID1024045,978,0.0001134404096246982,0
DTXSID1024091,978,4.2929913306852485e-07,0
DTXSID1024097,978,3.038240190154971e-06,0
DTXSID1024126,978,0.9999999999909214,1
DTXSID1024170,978,1.4400459736329398e-08,0
DTXSID1024174,978,0.9993608443417795,1
DTXSID1024209,978,0.00211124318422812,0
DTXSID1024259,978,0.028260430908892808,0
DTXSID1024338,978,0.9999997967028131,1
DTXSID1024621,978,0.0005407743395967558,0
DTXSID1025017,978,0.9991059434590465,1
DTXSID1025271,978,0.0,0
DTXSID1025805,978,0.9881562298905681,1
DTXSID1026031,978,0.9999713943380548,1
DTXSID1026081,978,0.3390816248710748,0
DTXSID1026164,978,0.005122664543798984,0
DTXSID1026665,978,7.374671760210005e-10,0
DTXSID1026792,978,1.2003358756738785e-08,0
DTXSID1026900,978,0.9999132834193554,1
DTXSID1026908,978,1.8341093279597646e-16,0
DTXSID1027263,978,5.177116294800548e-05,0
DTXSID1027635,978,3.3134270913505463e-06,0
DTXSID1027924,978,6.96233391150119e-06,0
DTXSID1029677,978,2.7730555155927035e-06,0
DTXSID1032355,978,0.9999999838766255,1
DTXSID1032359,978,3.8448343044646544e-05,0
DTXSID1032482,978,0.9992378303654572,1
DTXSID1032488,978,0.9999998823918166,1
DTXSID1032519,978,4.5139897107116697e-07,0
DTXSID1032569,978,0.9986417421956312,1
DTXSID1032640,978,0.9970517276333667,1
DTXSID1032646,978,0.8396156096471791,0
DTXSID1032690,978,0.9967638602732878,1
DTXSID1033664,978,0.08152761930666935,0
DTXSID1034181,978,0.9998582412502689,1
DTXSID1034187,978,0.5230634804646089,0
DTXSID1034210,978,0.9999999612969933,1
DTXSID1034212,978,0.0621187372355424,0
DTXSID1034503,978,0.0,0
DTXSID1034634,978,0.9999991581111214,1
DTXSID1034973,978,0.9999995918923257,1
DTXSID1037303,978,0.004161218816801279,0
DTXSID1038298,978,0.0012202190247222466,0
DTXSID1038321,978,0.0,0
DTXSID1038666,978,0.9988659201115534,1
DTXSID1040112,978,0.10206962569912728,0
DTXSID1040742,978,0.00013655731596114414,0
DTXSID1041847,978,0.00014003562112079255,0
DTXSID1044564,978,5.5557464846644386e-08,0
DTXSID1044643,978,4.9761553700810395e-12,0
DTXSID1044697,978,0.807469044988839,0
DTXSID1046970,978,0.9976332045010108,1
DTXSID1047281,978,0.9999999967849216,1
DTXSID1047283,978,0.9999999706556102,1
DTXSID1047285,978,0.00024058255707656994,0
DTXSID1047287,978,2.103421803082582e-08,0
DTXSID1047289,978,1.0,1
DTXSID1047310,978,0.9997087913028969,1
DTXSID1047312,978,0.4399807485732424,0
DTXSID1047316,978,1.0,1
DTXSID1047318,978,0.18252131252452317,0
DTXSID1047360,978,1.8301398073858508e-06,0
DTXSID1047362,978,0.9999780255454984,1
DTXSID1047364,978,0.9998853067348029,1
DTXSID1047366,978,0.9996207112343874,1
DTXSID1047368,978,0.9999969569178587,1
DTXSID1047526,978,0.9999981479842488,1
DTXSID1047528,978,0.006255571991514757,0
DTXSID1047576,978,8.547222890744435e-05,0
DTXSID1048170,978,0.9998139327078459,1
DTXSID1048172,978,0.00010494610316760724,0
DTXSID1048174,978,0.9931057878566903,1
DTXSID1048176,978,0.00015775270272188745,0
DTXSID1048178,978,0.9999999645586524,1
DTXSID2020006,978,1.8678608794102897e-07,0
DTXSID2020137,978,1.9530176186544618e-10,0
DTXSID2020189,978,1.3327036248976978e-06,0
DTXSID2020262,978,1.9969494169528798e-11,0
DTXSID2020268,978,3.370912805874753e-05,0
DTXSID2020347,978,0.999708125247792,1
DTXSID2020420,978,0.9999999999956656,1
DTXSID2020426,978,0.9757385054476214,1
DTXSID2020428,978,0.0008655835722280712,0
DTXSID2020501,978,0.9997598243894446,1
DTXSID2020505,978,4.8761747994336985e-12,0
DTXSID2020507,978,9.213806628843694e-05,0
DTXSID2020634,978,0.07520367054199824,0
DTXSID2020686,978,0.999992559205096,1
DTXSID2020688,978,0.0,0
DTXSID2020713,978,0.0,0
DTXSID2020890,978,4.206622581370977e-06,0
DTXSID2020894,978,0.9999558848967715,1
DTXSID2020921,978,6.294861774892316e-07,0
DTXSID2021026,978,1.4329759974085531e-11,0
DTXSID2021028,978,0.0,0
DTXSID2021105,978,0.1362134711903544,0
DTXSID2021151,978,8.398467666742014e-16,0
DTXSID2021238,978,2.4570072536457532e-06,0
DTXSID2021286,978,1.689182509318019e-11,0
DTXSID2021288,978,1.1773813639773706e-17,0
DTXSID2021311,978,0.9998492197821747,1
DTXSID2021440,978,3.5764068347934935e-05,0
DTXSID2021575,978,3.7871291756573422e-06,0
DTXSID2021600,978,7.79337955587262e-09,0
DTXSID2021781,978,1.4005081294170203e-05,0
DTXSID2021864,978,1.5176130194996172e-05,0
DTXSID2021866,978,1.883126817148448e-11,0
DTXSID2021941,978,1.775785646947351e-05,0
DTXSID2021947,978,7.994978625021493e-15,0
DTXSID2021993,978,5.53186859302546e-12,0
DTXSID2021995,978,0.9999852306263142,1
DTXSID2022179,978,4.939296880256397e-14,0
DTXSID2022254,978,0.7452225147996339,0
DTXSID2022331,978,0.00025319878795415694,0
DTXSID2022381,978,0.9999053122144806,1
DTXSID2024086,978,0.999976142024133,1
DTXSID2024163,978,0.9283413229359818,1
DTXSID2024242,978,0.9999999066226705,1
DTXSID2024793,978,0.7776577460753629,0
DTXSID2024955,978,0.0,0
DTXSID2025133,978,7.053566635135162e-08,0
DTXSID2025680,978,0.9575991415190023,1
DTXSID2026076,978,0.9999998453854195,1
DTXSID2026446,978,0.9216324730330824,1
DTXSID2026523,978,5.4297330389167585e-18,0
DTXSID2026525,978,0.9999995240916378,1
DTXSID2026529,978,2.538102336484252e-12,0
DTXSID2026602,978,0.9485432345519386,1
DTXSID2026781,978,0.00010954367860056419,0
DTXSID2026864,978,1.3557206927549757e-05,0
DTXSID2026943,978,0.0,0
DTXSID2027200,978,0.0004596979755274676,0
