dtxsid,aeid,hitc_clean,active
DTXSID0052910,1353,0.0,0
DTXSID0052912,1353,0.0,0
DTXSID1052901,1353,1.1070100442641077e-12,0
DTXSID1052903,1353,0.0,0
DTXSID1052905,1353,0.0,0
DTXSID1052907,1353,8.508363951609161e-09,0
DTXSID1052909,1353,1.4439717101041006e-11,0
DTXSID4052891,1353,0.0,0
DTXSID4052893,1353,0.0,0
DTXSID4052895,1353,2.5694856837678642e-11,0
DTXSID4052897,1353,2.7006798628711084e-09,0
DTXSID4052899,1353,0.0,0
DTXSID5052911,1353,0.0,0
DTXSID5052913,1353,0.0,0
DTXSID6052900,1353,1.2453396215264313e-13,0
DTXSID6052902,1353,2.648015984392616e-08,0
DTXSID6052904,1353,4.303564417511128e-07,0
DTXSID6052906,1353,0.0,0
DTXSID6052908,1353,0.0,0
DTXSID9052890,1353,1.2780806719317277e-12,0
DTXSID9052892,1353,0.0,0
DTXSID9052894,1353,1.7824851230905974e-13,0
DTXSID9052896,1353,0.0,0
DTXSID9052898,1353,0.0,0
