dtxsid,aeid,hitc_clean,active
DTXSID00190950,168,2.510803330171996e-10,0
DTXSID00192353,168,8.338702807517993e-08,0
DTXSID00194615,168,0.00045837730604677076,0
DTXSID0020022,168,0.04138702391062637,0
DTXSID0020105,168,6.378517115598387e-13,0
DTXSID0020232,168,0.0,0
DTXSID0020284,168,0.9999999999999799,1
DTXSID0020311,168,1.6484178256692537e-10,0
DTXSID0020319,168,0.9999999976167944,1
DTXSID0020365,168,3.8100463808083916e-07,0
DTXSID0020440,168,1.5791000594010381e-18,0
DTXSID0020442,168,1.8853476862753637e-07,0
DTXSID0020446,168,0.0,0
DTXSID0020498,168,7.665690437934988e-11,0
DTXSID0020523,168,0.0,0
DTXSID0020529,168,0.0,0
DTXSID0020573,168,0.005579181966544189,0
DTXSID0020604,168,1.532211289577792e-11,0
DTXSID0020606,168,9.239021103486931e-06,0
DTXSID0020654,168,0.0,0
DTXSID0020814,168,0.0029560883985433003,0
DTXSID0020941,168,0.0,0
DTXSID0020943,168,0.0,0
DTXSID0021094,168,0.0,0
DTXSID0021123,168,4.5363812255288746e-14,0
DTXSID0021125,168,0.9927006371482839,1
DTXSID0021206,168,2.1445573928763262e-10,0
DTXSID0021254,168,0.0,0
DTXSID0021256,168,1.0314243216696328e-14,0
DTXSID0021333,168,0.9996939881427381,1
DTXSID0021337,168,2.1778726436952877e-17,0
DTXSID0021339,168,0.0,0
DTXSID0021385,168,4.296683726573807e-15,0
DTXSID0021389,168,0.0,0
DTXSID0021414,168,0.9999579804841314,1
DTXSID0021464,168,0.9999999998999586,1
DTXSID0021597,168,0.0,0
DTXSID0021626,168,0.0,0
DTXSID0021832,168,2.1390591030724395e-09,0
DTXSID0021834,168,1.9651209401993708e-20,0
DTXSID0021836,168,0.9998564629595195,1
DTXSID0021915,168,0.0019740557314081144,0
DTXSID0021961,168,0.0,0
DTXSID0021963,168,1.0356375825694769e-07,0
DTXSID0021965,168,0.0,0
DTXSID0021969,168,3.6933581547074323e-11,0
DTXSID0022012,168,1.2988692227852838e-18,0
DTXSID0022018,168,2.9159354454624953e-08,0
DTXSID00223797,168,4.987797721056253e-15,0
DTXSID0022436,168,1.0154255123949693e-05,0
DTXSID0022519,168,0.0,0
DTXSID0022777,168,0.9999998202216577,1
DTXSID0023581,168,0.999985386122895,1
DTXSID0023745,168,5.47135758175271e-15,0
DTXSID0023826,168,2.1025263712282622e-12,0
DTXSID0023878,168,0.0,0
DTXSID0023901,168,0.00021325946248608278,0
DTXSID0023907,168,1.0517319983141154e-14,0
DTXSID0023951,168,0.0,0
DTXSID0024000,168,7.984332594741552e-09,0
DTXSID0024002,168,0.000669917037833094,0
DTXSID0024052,168,6.846814444388936e-09,0
DTXSID0024216,168,5.583747784979804e-15,0
DTXSID0024266,168,2.150769584884849e-07,0
DTXSID0024345,168,4.683617041258559e-12,0
DTXSID0025523,168,3.101843784561466e-14,0
DTXSID0025527,168,2.7251844559118744e-08,0
DTXSID0025571,168,0.0,0
DTXSID0025789,168,0.9999999995813857,1
DTXSID0025991,168,1.6202702441886538e-11,0
DTXSID0026252,168,0.0,0
DTXSID0026915,168,0.9999593394667643,1
DTXSID0026967,168,2.4146039414255934e-07,0
DTXSID0027195,168,7.90777704395242e-13,0
DTXSID0027270,168,0.999654574704524,1
DTXSID0027640,168,1.7294032411591564e-11,0
DTXSID0027773,168,0.9999999999982877,1
DTXSID0027856,168,0.0,0
DTXSID0027983,168,4.0516686996579425e-09,0
DTXSID0028038,168,0.9999978513287047,1
DTXSID0028618,168,0.00040254548378371657,0
DTXSID0028666,168,3.667644793455907e-07,0
DTXSID0032493,168,2.5281927296427344e-07,0
DTXSID0032497,168,5.018536299475247e-08,0
DTXSID0032520,168,0.999027642393785,1
DTXSID0032572,168,8.497949139532981e-07,0
DTXSID0032578,168,0.9999992252508781,1
DTXSID0032601,168,1.098181869326098e-08,0
DTXSID0032605,168,4.2173658885685136e-07,0
DTXSID0032651,168,0.017576486134120137,0
DTXSID0032655,168,1.9262158380481324e-15,0
DTXSID0034192,168,0.9998818659681962,1
DTXSID0034223,168,0.9986621667985872,1
DTXSID0034227,168,1.0572592526804914e-10,0
DTXSID0034300,168,1.3552047849272017e-14,0
