0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
-0.46216512,-0.20940632,0.33305588,-0.3221792,0.24907611,1.0054557,0.6830611,-0.83416927,-0.2916955,-1.3024831,-0.00963661,-0.4950555,0.24017578,-0.94107485,0.83056146,-1.2937777,0.1838156,1.3518116,0.94434243,-0.04312539,-0.53456557,-0.6334233,-1.802597,0.84867024,-1.0228531,-0.24716452,-0.43013036,-0.21032827,1.1182878,0.48807135,1.5328492,-0.3078863,-0.4168922,1.6615267,-0.31226096,2.0833578,-0.64946115,0.6843726,1.8482141,-0.9550025,0.3678973,-0.23934427,0.766854,-1.562476,1.050319,-0.6689023,1.5089049,-0.5017976,0.3975306,-1.3022965,0.12531498,1.3659394,-2.4669487,0.86143017,-1.8800037,-1.1522084,0.68303764,2.4385102,-1.1184077,-0.90274495,-1.6964813,-0.5254831,-0.86910725,0.03325489,0.57212514,1.3167945,-0.15028554,-1.2421192,0.047527958,1.0406927,1.3005055,0.6302592,-0.56281686,0.080557264,0.6831039,-0.28479928,0.5452341,-0.06574331,1.4884686,0.7209637,1.5464503,-0.8148487,-0.6257208,1.086747,2.3319092,-2.6000128,-2.4872904,-0.118318915,-0.07928366,-0.42263895,0.30955553,0.49998516,-0.9042447,-0.4322326,0.57235813,1.4970357,-0.33028907,-1.8487637,1.5074054,-1.2467582,0.41560334,0.43908203,-1.2407874,1.4733664,0.37746593,0.047809117,-0.27870604,-0.024402155,-0.92237115,0.15041277,-0.435484,0.082663305,0.6490349,-1.4747617,0.2607283,0.3756656,0.72804433,0.34160024,0.8391527,-1.6609384,-0.60658985,0.6936609,-2.4886954,0.48690045,1.8972099,-1.5199372,-0.48783743,0.45980242,-0.1503599,-0.27661717,-0.32388353,1.2756968,-1.323579,0.64803034,0.19573154,-1.1469827,1.6877179,-0.037027787,0.37186742,-0.17286593,-0.98816574,0.74907273,-0.75005335,0.7957624,-0.19240758,0.22366974,-1.0622201,-0.24226062,0.041557368,0.8074206,0.9415316,-1.4335349,-0.8900668,1.6190917,-0.54299057,0.96313864,-0.61945987,0.03395751,0.29109854,0.00044127414,0.011297049,1.21557,-0.111319706,-0.8376747,-1.6070721,0.7642538,0.86193925
